ら 戳,秨絃基,程蔼基,程基,Μ絃基,Θユ秖,А基[5],А基[20],А基[60],А基[120],А秖[5],А秖[20],А秖[60],А秖[120]
20171227,193,197.5,191,194.5,7150,0,0,0,0,0,0,0,0
20171228,198,203,197.5,199,6295,0,0,0,0,0,0,0,0
20171229,200.5,202.5,196,199,4642,0,0,0,0,0,0,0,0
20180102,200,201.5,195,198.5,3768,0,0,0,0,0,0,0,0
20180103,202.5,204.5,201,201,4994,198.4,0,0,0,5370,0,0,0
20180104,201.5,202,197,198.5,3553,199.20◆,0,0,0,4651□,0,0,0
20180105,201,207,201,201.5,8910,199.70◆,0,0,0,5174◆,0,0,0
20180108,202,211,198,207,13113,201.30◆,0,0,0,6868◆,0,0,0
20180109,211,211,200,200,8664,201.60◆,0,0,0,7847◆,0,0,0
20180110,200.5,201.5,191,192,8144,199.80□,0,0,0,8477◆,0,0,0
20180111,194,196.5,190.5,193,4828,198.70□,0,0,0,8732◆,0,0,0
20180112,193.5,197,193,194.5,5610,197.30□,0,0,0,8072□,0,0,0
20180115,197,197.5,193.5,195,2908,194.90□,0,0,0,6031□,0,0,0
20180116,195.5,202.5,192,200,9234,194.9,0,0,0,6145◆,0,0,0
20180117,198,198,193.5,193.5,6101,195.20◆,0,0,0,5736□,0,0,0
20180118,195,198,190,190,8145,194.60□,0,0,0,6400◆,0,0,0
20180119,191,193.5,183.5,184.5,10491,192.60□,0,0,0,7376◆,0,0,0
20180122,185.5,196,177.5,195,19714,192.6,0,0,0,10737◆,0,0,0
20180123,202,204,196.5,197.5,19435,192.10□,0,0,0,12777◆,0,0,0
20180124,195.5,204,193.5,204,12992,194.20◆,196.9,0,0,14156◆,8435,0,0
20180125,205.5,211.5,201,202.5,16172,196.70◆,197.30◆,0,0,15761◆,8886◆,0,0
20180126,203.5,207.5,201.5,204,8542,200.60◆,197.55◆,0,0,15371□,8998◆,0,0
20180129,212,220.5,211,218,23124,205.20◆,198.50◆,0,0,16053◆,9922◆,0,0
20180130,222.5,224,214,214,20453,208.50◆,199.28◆,0,0,16257◆,10756◆,0,0
20180131,212.5,217.5,210,217,9523,211.10◆,200.08◆,0,0,15563□,10983◆,0,0
20180201,218,218.5,210.5,210.5,6957,212.70◆,200.68◆,0,0,13720□,11153◆,0,0
20180202,205,207.5,201.5,202,10524,212.30□,200.70◆,0,0,14116◆,11234◆,0,0
20180205,190,192.5,188,190,10321,206.70□,199.85□,0,0,11556□,11094□,0,0
20180206,180,183,171,171.5,18100,198.20□,198.43□,0,0,11085□,11566◆,0,0
20180207,179,181.5,171,172,9495,189.20□,197.43□,0,0,11080□,11634◆,0,0
20180208,173,175.5,167.5,169,8300,180.90□,196.23□,0,0,11348◆,11807◆,0,0
20180209,157,166.5,155.5,166.5,11112,173.80□,194.83□,0,0,11466◆,12082◆,0,0
20180212,168.5,169.5,163,163,4655,168.40□,193.23□,0,0,10333□,12170◆,0,0
20180221,168.5,179,167,179,12054,169.90◆,192.18□,0,0,9123□,12311◆,0,0
20180222,178,182.5,175.5,177,10455,170.90◆,191.35□,0,0,9315◆,12528◆,0,0
20180223,185,185,177.5,177.5,8563,172.60◆,190.73□,0,0,9368◆,12549◆,0,0
20180226,180.5,182.5,177,177.5,7653,174.80◆,190.38□,0,0,8676□,12407□,0,0
20180227,180.5,184.5,178.5,178.5,9870,177.90◆,189.55□,0,0,9719◆,11915□,0,0
20180301,176,178.5,175.5,177.5,5548,177.60□,188.55□,0,0,8418□,11221□,0,0
20180302,175,176.5,172,176.5,4655,177.50□,187.18□,0,0,7258□,10804□,0,0
20180305,177.5,179,173,173,4063,176.60□,185.70□,0,0,6358□,10198□,0,0
20180306,174,176,169,169,7642,174.90□,183.95□,0,0,6356□,10153□,0,0
20180307,165,168.5,163,165.5,5861,172.30□,181.33□,0,0,5554□,9290□,0,0
20180308,168.5,179,167.5,175,10760,171.80□,179.38□,0,0,6596◆,8806□,0,0
20180309,174.5,176,171,172,4306,170.90□,177.13□,0,0,6527□,8545□,0,0
20180312,176,180.5,175,178,10867,171.90◆,175.50□,0,0,7887◆,8740◆,0,0
20180313,179.5,183.5,178,182.5,10390,174.60◆,174.53□,0,0,8437◆,8734□,0,0
20180314,181,181.5,178,179,5355,177.30◆,173.98□,0,0,8336□,8485□,0,0
20180315,178,186,177.5,182.5,11162,178.80◆,174.53◆,0,0,8416◆,8138□,0,0
20180316,183.5,185,181,181.5,6225,180.70◆,175.00◆,0,0,8800◆,7975□,0,0
20180319,182.5,185.5,181,181,5151,181.30◆,175.60◆,0,0,7657□,7817□,0,0
20180320,181.5,183.5,180,180,4593,180.80□,176.28◆,0,0,6497□,7492□,0,0
20180321,181.5,186.5,181,184,9532,181.80◆,177.33◆,0,0,7333◆,7735◆,0,0
20180322,185,189,180,180,10987,181.30□,177.38◆,0,0,7298□,7682□,0,0
20180323,172.5,175,170.5,172,7307,179.40□,177.13□,0,0,7514◆,7525□,0,0
20180326,173,177.5,173,175.5,4717,178.30□,177.03□,0,0,7427□,7332□,0,0
20180327,179,181.5,178,179,5429,178.10□,177.10◆,0,0,7595◆,7221□,0,0
20180328,177,179.5,176,177.5,2880,176.80□,177.05□,0,0,6264□,6872□,0,0
20180329,179.5,180,176.5,176.5,2146,176.10□,177.00□,0,0,4496□,6702□,0,0
20180330,179,184,178.5,180,6090,177.70◆,177.18◆,187.08,0,4253□,6773◆,8671,0
20180331,182,182.5,179,179.5,1859,178.50◆,177.50◆,186.83□,0,3681□,6663□,8582□,0
20180402,179.5,182.5,179,179.5,2363,178.60◆,178.03◆,186.51□,0,3068□,6399□,8517□,0
20180403,178,178,174.5,175,3145,178.10□,178.50◆,186.11□,0,3121◆,6263□,8492□,0
20180409,176.5,178,172.5,173,3442,177.40□,178.40□,185.68□,0,3380◆,5897□,8487□,0
20180410,174,176,170,170,6200,175.40□,178.30□,185.17□,0,3402◆,5992◆,8507◆,0
20180411,171.5,172,164.5,165.5,8392,172.60□,177.68□,184.62□,0,4709◆,5868□,8587◆,0
20180412,166,168,165,167,3341,170.10□,176.90□,184.04□,0,4904◆,5516□,8494□,0
20180413,168.5,176.5,168,173.5,9279,169.80□,176.63□,183.48□,0,6131◆,5712◆,8431□,0
20180416,175.5,177.5,174,175.5,4459,170.30◆,176.28□,183.08□,0,6334◆,5377□,8360□,0
20180417,175,175.5,168.5,169,4022,170.10□,175.65□,182.69□,0,5899□,5267□,8292□,0
20180418,171,171.5,159,164,11375,169.80□,174.80□,182.21□,0,6495◆,5578◆,8401◆,0
20180419,164,166,161,165.5,4917,169.50□,174.08□,181.73□,0,6811◆,5594◆,8389□,0
20180420,169,182,169,177,24608,170.20◆,173.73□,181.43□,0,9876◆,6348◆,8751◆,0
20180423,178,181,174,175,9405,170.10□,173.48□,181.01□,0,10866◆,6269□,8754◆,0
20180424,177.5,188.5,171.5,186,28238,173.50◆,174.18◆,180.88□,0,15709◆,7315◆,9123◆,0
20180425,180.5,189,180,184.5,16000,177.60◆,174.63◆,180.79□,0,16634◆,7880◆,9254◆,0
20180426,188,191.5,176,176.5,16333,179.80◆,174.50□,180.66□,0,18917◆,8425◆,9351◆,0
20180427,180,181,174,175,10114,179.40□,174.38□,180.33□,0,16018□,8787◆,9191□,0
20180430,176.5,180.5,175,179.5,6232,180.30◆,174.53◆,180.03□,0,15384□,8991◆,8971□,0
20180502,180.5,185,175.5,176,7288,178.30□,174.33□,179.56□,0,11194□,9051◆,8876□,0
20180503,176,178.5,170,170,8761,175.40□,173.85□,179.02□,0,9746□,9396◆,8752□,0
20180504,166.5,169.5,165.5,168,9124,173.70□,173.28□,178.42□,0,8304□,9734◆,8762◆,0
20180507,170,174,169,171,8033,172.90□,173.08□,177.63□,0,7888□,9978◆,8511□,0
20180508,173,173,169,169.5,4382,170.90□,172.90□,176.89□,0,7518□,10025◆,8243□,0
20180509,170,175.5,169,175,7362,170.70□,173.15◆,176.19□,0,7533◆,10083◆,8207□,0
20180510,179.5,183,179,180,17788,172.70◆,173.88◆,175.68□,0,9338◆,10553◆,8387◆,0
20180511,183,184.5,180.5,182.5,8365,175.60◆,174.65◆,175.36□,0,9186□,10804◆,8351□,0
20180514,187.5,189,183.5,185.5,10376,178.50◆,175.25◆,175.28□,0,9655◆,10859◆,8352◆,0
20180515,187,193.5,185,186,17782,181.80◆,175.78◆,175.53◆,0,12335◆,11525◆,8347□,0
20180516,184,188,181,187,8647,184.20◆,176.68◆,175.78◆,0,12592◆,11757◆,8333□,0
20180517,198,201,195.5,196,25175,187.40◆,178.28◆,176.23◆,0,14069◆,12447◆,8614◆,0
20180518,196,196.5,191.5,192,8610,189.30◆,179.60◆,176.65◆,0,14118◆,12631◆,8572□,0
20180521,195,200.5,195,196.5,10896,191.50◆,180.58◆,177.21◆,0,14222◆,11946□,8676◆,0
20180522,196.5,199,195,195.5,5288,193.40◆,181.60◆,177.48◆,0,11723□,11740□,8564□,0
20180523,196.5,197.5,189.5,191.5,6291,194.30◆,181.88◆,177.73◆,0,11252□,10642□,8494□,0
20180524,193,195.5,190.5,195.5,5391,194.20□,182.43◆,178.03◆,0,7295□,10112□,8441□,0
20180525,196,198.5,194,194.5,4906,194.70◆,183.33◆,178.31◆,0,6555□,9541□,8396□,0
20180528,197,200.5,194.5,200,6617,195.40◆,184.58◆,178.67◆,0,5699□,9366□,8341□,0
20180529,202,206,199,199,14676,196.10◆,185.55◆,179.03◆,0,7576◆,9788◆,8493◆,0
20180530,196.5,198.5,195.5,196,5000,197.00◆,186.55◆,179.35◆,0,7318□,9674□,8499◆,0
20180531,198.5,199,191,191.5,5608,196.20□,187.63◆,179.66◆,0,7362◆,9516□,8525◆,0
20180601,191,196.5,191,195,3634,196.30◆,188.98◆,180.09◆,0,7107□,9241□,8458□,0
20180604,198,201.5,197.5,200,7085,196.3,190.43◆,180.67◆,0,7201◆,9194□,8479◆,0
20180605,201.5,201.5,198,198.5,4778,196.20□,191.88◆,181.06◆,0,5221□,9214◆,8379□,0
20180606,203,218,203,218,24016,200.60◆,194.03◆,181.83◆,0,9024◆,10047◆,8707◆,0
20180607,220,227.5,217,221.5,24588,206.60◆,196.10◆,182.55◆,0,12820◆,10387◆,8936◆,0
20180608,223,226,218.5,219,9350,211.40◆,197.93◆,183.16◆,0,13964◆,10436◆,8919□,0
20180611,221.5,224,216.5,218,7206,215.00◆,199.55◆,183.81◆,0,13988◆,10277□,8950◆,0
20180612,217.5,218,209.5,210,9112,217.30◆,200.75◆,184.27◆,0,14855◆,9844□,8915□,0
20180613,212,216.5,210.5,214,6795,216.50□,202.10◆,184.81◆,0,11410□,9751□,8925◆,0
20180614,215.5,221.5,214,214,8571,215.00□,203.00◆,185.36◆,0,8207□,8921□,8982◆,0
20180615,214.5,217,212.5,216.5,3947,214.50□,204.23◆,185.97◆,0,7126□,8688□,8971□,0
20180619,216,218.5,209.5,210,6471,212.90□,204.90◆,186.40◆,0,6979□,8467□,8920□,0
20180620,212,213,205,206,10053,212.10□,205.43◆,186.83◆,0,7168◆,8705◆,8905□,0
20180621,199.5,203.5,197.5,199,6154,209.10□,205.80◆,187.28◆,0,7039□,8698□,8885□,0
20180622,196.5,197,192,194,4035,205.10□,205.73□,187.59◆,0,6132□,8630□,8874□,0
20180625,194.5,198,194.5,194.5,2804,200.70□,205.73,187.85◆,0,5904□,8525□,8830□,0
20180626,192.5,193.5,187.5,189,5188,196.50□,205.18□,188.04◆,0,5647□,8454□,8869◆,0
20180627,192,197,192,194.5,5056,194.20□,204.95□,188.34◆,0,4648□,7973□,8917◆,0
20180628,194.5,197,192,192.5,4923,192.90□,204.78□,188.55◆,187.82,4401□,7969□,8898□,8784
20180629,194.5,198,193,198,5951,193.70◆,205.10◆,188.86◆,187.85◆,4785◆,7986◆,8966◆,8774□
20180702,197.5,199.5,191,191.5,5428,193.10□,204.93□,189.06◆,187.78□,5309◆,8076◆,9017◆,8767□
20180703,192.5,194,184,185,5574,192.30□,204.18□,189.23◆,187.67□,5387◆,8000□,9057◆,8775◆
20180704,187,190.5,185.5,187.5,4005,190.90□,203.63□,189.47◆,187.58□,5176□,7961□,9067◆,8777◆
20180705,188,188.5,170.5,172.5,9634,186.90□,201.35□,189.51◆,187.34□,6119◆,7242□,9124◆,8815◆
20180706,177,178,168,175,9977,182.30□,199.03□,189.67◆,187.14□,6924◆,6512□,9151◆,8869◆
20180709,174,174.5,172,174,5627,178.80□,196.78□,189.78◆,186.91□,6964◆,6326□,9189◆,8842□
20180710,177,177.5,173.5,176,3058,177.00□,194.68□,189.83◆,186.66□,6460□,6118□,9085□,8758□
20180711,173.5,175.5,171.5,172,3399,173.90□,192.78□,189.77□,186.42□,6339□,5833□,9067□,8714□
20180712,172,182.5,172,182.5,6127,175.90◆,191.20□,189.99◆,186.34□,5638□,5799□,9102◆,8697□
20180713,185.5,189,183.5,189,7151,178.70◆,189.95□,190.41◆,186.31□,5073□,5728□,9032□,8716◆
20180716,192.5,196,192,193.5,9461,182.60◆,188.80□,190.88◆,186.30□,5839◆,6004◆,9108◆,8748◆
20180717,198,199,194,195,9353,186.40◆,188.05□,191.18◆,186.3,7098◆,6148◆,8853□,8802◆
20180718,196,204.5,196,204,15649,192.80◆,187.95□,191.66◆,186.33◆,9548◆,6428◆,8957◆,8856◆
20180719,205,209.5,201,203,12450,196.90◆,188.15◆,191.94◆,186.41◆,10813◆,6743◆,8694□,8909◆
20180720,205.5,207,200.5,202.5,6308,199.60◆,188.58◆,192.24◆,186.52◆,10644□,6856◆,8533□,8893□
20180723,202.5,202.5,190,193.5,9906,199.6,188.53□,192.53◆,186.59◆,10733◆,7211◆,8426□,8888□
20180724,192,197.5,190.5,196.5,6971,199.90◆,188.90◆,192.88◆,186.61◆,10257□,7301◆,8373□,8782□
20180725,194.5,199.5,194,198,3801,198.70□,189.08◆,193.19◆,186.61◆,7887□,7238□,8333□,8652□
20180726,199,200.5,196,196,3217,197.30□,189.25◆,193.53◆,186.54□,6041□,7152□,8265□,8570□
20180727,194.5,201.5,190.5,200,8481,196.80□,189.35◆,194.03◆,186.52□,6475◆,7279◆,8260□,8506□
20180730,198.5,201,196.5,199,4223,197.90◆,189.73◆,194.54◆,186.48□,5339□,7219□,8179□,8470□
20180731,202.5,215.5,202.5,207.5,20978,200.10◆,190.85◆,195.15◆,186.39□,8140◆,7989◆,8394◆,8452□
20180801,208.5,215,208.5,212,12702,202.90◆,192.08◆,195.86◆,186.38□,9920◆,8424◆,8533◆,8388□
20180802,213,213.5,205,206,6731,204.90◆,193.75◆,196.38◆,186.28□,10623◆,8279□,8523□,8365□
20180803,209,213,208.5,209,6082,206.70◆,195.45◆,196.86◆,186.27□,10143□,8084□,8327□,8357□
20180806,211.5,216,210.5,211,10185,209.10◆,197.30◆,197.33◆,186.35◆,11336◆,8312◆,8358◆,8355□
20180807,205,208,202,202.5,11024,208.10□,198.63◆,197.62◆,186.45◆,9345□,8710◆,8369◆,8360◆
20180808,201.5,204.5,201,201,6833,205.90□,200.08◆,197.87◆,186.70◆,8171□,8882◆,8186□,8266□
20180809,200,203.5,197,203.5,6330,205.40□,201.13◆,198.14◆,186.96◆,8091□,8892◆,8147□,8240□
20180810,202.5,203.5,200,200,3465,203.60□,201.68◆,198.21◆,187.22◆,7568□,8708□,7786□,8200□
20180813,200,201,183,188,11652,199.00□,201.40□,198.14□,187.40◆,7861◆,8817◆,7836◆,8204◆
20180814,191,196.5,189,196,6123,197.70□,201.45◆,198.13□,187.67◆,6881□,8656□,7757□,8217◆
20180815,195.5,195.5,188,190,5472,195.50□,200.75□,198.04□,187.76◆,6609□,8147□,7760◆,8162□
20180816,187,193,183,190,4955,192.80□,200.10□,198.02□,187.87◆,6334□,7772□,7738□,8116□
20180817,193,194.5,187,187,3078,190.20□,199.33□,197.88□,187.95◆,6256□,7611□,7699□,8070□
20180820,188.5,190.5,185.5,187,2739,190.00□,199.00□,197.75□,188.03◆,4474□,7252□,7663□,8029□
20180821,187.5,191.5,187.5,191.5,2744,189.10□,198.75□,197.61□,188.14◆,3798□,7041□,7598□,7970□
20180822,195,196.5,193,193.5,5689,189.80◆,198.53□,197.52□,188.27◆,3841◆,7135◆,7449□,7971◆
20180823,193.5,194.5,192,192,2011,190.20◆,198.33□,197.45□,188.40◆,3252□,7075□,7399□,7949□
20180824,191,193.5,188.5,192,2240,191.20◆,197.93□,197.46◆,188.56◆,3085□,6763□,7343□,7934□
20180827,194.5,198.5,193.5,198,4840,193.40◆,197.88□,197.51◆,188.80◆,3505◆,6794◆,7363◆,7910□
20180828,203,206,200.5,200.5,8855,195.20◆,197.53□,197.52◆,189.09◆,4727◆,6188□,7392◆,7935◆
20180829,204,205,199.5,201.5,6337,196.80◆,197.00□,197.57◆,189.31◆,4857◆,5869□,7418◆,7899□
20180830,201.5,202.5,199,201.5,4692,198.70◆,196.78□,197.29□,189.56◆,5393◆,5767□,7096□,7902◆
20180831,197,198.5,190,190.5,20829,198.40□,195.85□,196.78□,189.66◆,9111◆,6505◆,7033□,7985◆
20180903,178,182.5,171.5,171.5,14459,193.10□,193.88□,195.98□,189.57□,11035◆,6718◆,7119◆,8019◆
20180904,167.5,169,157.5,166.5,24822,186.30□,192.08□,195.13□,189.47□,14228◆,7408◆,7412◆,8181◆
20180905,168.5,170,166,168,12454,179.60□,190.43□,194.43□,189.35□,15451◆,7689◆,7468◆,8192◆
20180906,161,162.5,151.5,151.5,23256,169.60□,187.83□,193.38□,189.10□,19164◆,8536◆,7742◆,8334◆
20180907,149,154,145,146.5,18924,160.80□,185.15□,192.26□,188.81□,18783□,9309◆,7915◆,8448◆
20180910,148.5,151.5,139,139,12578,154.30□,182.70□,190.97□,188.47□,18407□,9355◆,8059◆,8515◆
20180911,141,144,137.5,142.5,8024,149.50□,180.03□,189.84□,188.12□,15047□,9450◆,8085◆,8502□
20180912,143,143,136.5,140,6571,143.90□,177.53□,188.74□,187.79□,13871□,9505◆,8027□,8466□
20180913,141,141.5,135.5,135.5,8202,140.70□,174.80□,187.68□,187.48□,10860□,9667◆,8061◆,8473◆
20180914,138,143,136.5,143,6837,140.00□,172.60□,186.83□,187.21□,8443□,9855◆,8107◆,8491◆
20180917,141,142.5,139,140.5,3490,140.30◆,170.28□,185.93□,186.89□,6625□,9893◆,8119◆,8474□
20180918,139.5,139.5,130.5,131.5,9837,138.10□,167.28□,184.98□,186.51□,6988◆,10247◆,8196◆,8532◆
20180919,134,136,131.5,131.5,6673,136.40□,164.18□,183.93□,186.13□,7008◆,10297◆,8223◆,8570◆
20180920,132,133,121.5,123.5,23437,134.00□,160.75□,182.78□,185.66□,10055◆,11368◆,8532◆,8715◆
20180921,126.5,129,126,129,10332,131.20□,157.60□,181.63□,185.24□,10754◆,11773◆,8605◆,8785◆
20180925,127,129.5,123.5,129,7329,128.90□,154.15□,180.58□,184.82□,11522◆,11897◆,8636◆,8827◆
20180926,130,134.5,128,128,10211,128.20□,150.53□,179.63□,184.43□,11597◆,11965◆,8714◆,8886◆
20180927,127,129,125.5,126.5,4856,127.20□,146.78□,178.62□,184.04□,11233□,11891□,8728◆,8897◆
20180928,129,131.5,127.5,129,5466,128.30◆,143.15□,177.89□,183.70□,7639□,11929◆,8658□,8891□
20181001,132.5,135.5,131.5,135.5,9247,129.60◆,140.40□,177.23□,183.45□,7422□,11350□,8646□,8898◆
20181002,137,139,132.5,134,9044,130.60◆,138.53□,176.57□,183.18□,7765◆,11080□,8703◆,8946◆
20181003,134.5,136.5,130,132,5772,131.40◆,136.80□,175.83□,182.83□,6877□,10127□,8749◆,8917□
20181004,132,134,131,134,3824,132.90◆,135.10□,175.20□,182.48□,6671□,9696□,8756◆,8911□
20181005,133,133,122,127,9084,132.50□,133.88□,174.28□,182.13□,7394◆,8987□,8805◆,8954◆
20181008,128.5,133,126.5,129,9497,131.20□,133.00□,173.28□,181.84□,7444◆,8516□,8844◆,8938□
20181009,128.5,129,116.5,116.5,20033,127.70□,131.88□,171.99□,181.43□,9642◆,8888◆,9020◆,9064◆
20181011,105,106.5,105,105,3605,122.30□,130.00□,170.49□,180.83□,9209□,8667□,8924□,8889□
20181012,104.5,111.5,103,110.5,13870,117.60□,128.53□,168.93□,180.30□,11218◆,9032◆,8895□,8926◆
20181015,108,114,107.5,114,7056,115.00□,127.45□,167.45□,179.70□,10812□,8975□,8805□,8750□
20181016,113,117,110.5,111.5,6757,111.50□,125.88□,165.93□,179.09□,10264□,8971□,8812◆,8673□
20181017,114.5,115.5,110,111.5,7081,110.50□,124.43□,164.57□,178.55□,7674□,9151◆,8765□,8595□
20181018,112.5,116,111,111,5354,111.70◆,123.40□,163.14□,178.01□,8024◆,8927□,8738□,8556□
20181019,108,112,106,112,5580,112.00◆,122.43□,161.71□,177.45□,6366□,8872□,8768◆,8550□
20181022,112,118.5,112,118,9191,112.80◆,122.15□,160.41□,176.97□,6793◆,8160□,8867◆,8566◆
20181023,114,116.5,112,112,6779,112.90◆,121.30□,158.94□,176.48□,6797◆,7982□,8839□,8550□
20181024,113,113.5,104,104,11566,111.40□,120.05□,157.36□,175.95□,7694◆,8194◆,8962◆,8570◆
20181025,95.4,99.2,94.3,94.4,10836,108.08□,118.37□,155.47□,175.31□,8791◆,8225◆,8792□,8593◆
20181026,97.1,97.9,91.6,93.6,8384,104.40□,116.73□,153.50□,174.68□,9351◆,8401◆,8721□,8627◆
20181029,96.5,97.3,93.6,96,4439,100.00□,115.08□,151.67□,174.02□,8401□,8350□,8682□,8602□
20181030,96.4,97.4,95.1,96.5,3303,96.90□,113.13□,149.79□,173.33□,7706□,8053□,8636□,8482□
20181031,98.1,103.5,98,102.5,6902,96.60□,111.55□,147.98□,172.66□,6773□,7946□,8581□,8470□
20181101,103,109,102,106.5,9095,99.02◆,110.28□,146.38□,172.00□,6425□,8112◆,8549□,8459□
20181102,104.5,105.5,101,103.5,10698,101.00◆,108.75□,144.76□,171.31□,6888◆,8456◆,8614◆,8400□
20181105,101,102.5,99.5,101,5280,102.00◆,107.45□,143.05□,170.60□,7056◆,8265□,8596□,8372□
20181106,102,107.5,100,100,12216,102.70◆,106.00□,141.38□,169.80□,8838◆,8401◆,8742◆,8264□
20181107,102,103.5,100,103,6602,102.80◆,105.33□,139.97□,169.06□,8778□,7730□,8658□,8247□
20181108,105,105.5,98.2,98.2,8093,101.14□,104.99□,138.34□,168.24□,8578□,7954◆,8691◆,8224□
20181109,97.7,99.8,96.5,98.8,5937,100.20□,104.40□,136.82□,167.43□,7626□,7558□,8698◆,8229◆
20181112,97.4,98.3,93.7,94.6,7665,98.92□,103.43□,135.23□,166.62□,8103◆,7588◆,8743◆,8241◆
20181113,90,92.8,86.5,92.8,7685,97.48□,102.50□,133.66□,165.77□,7197□,7634◆,8820◆,8260◆
20181114,92,95.5,90.2,90.2,8710,94.92□,101.43□,132.04□,164.90□,7618◆,7716◆,8920◆,8291◆
20181115,90.6,91.7,88.5,91.7,5663,93.62□,100.47□,130.38□,164.00□,7132□,7731◆,8968◆,8283□
20181116,92.1,92.8,90.2,90.2,4517,91.90□,99.38□,128.66□,163.09□,6848□,7678□,8949□,8199□
20181119,90.5,93.7,90.4,93.3,4329,91.64□,98.14□,127.01□,162.23□,6181□,7435□,8988◆,8193□
20181120,89,94.2,88.8,93.6,12259,91.80◆,97.22□,125.37□,161.42□,7096◆,7709◆,9155◆,8249◆
20181121,92.8,94.1,92.3,93.8,4498,92.52◆,96.71□,123.64□,160.57□,6253□,7356□,9149□,8256◆
20181122,94,96.8,91.3,91.4,6170,92.46□,96.56□,121.82□,159.67□,6355◆,7122□,9104□,8248□
20181123,92.6,92.6,89.4,89.7,3951,92.36□,96.37□,119.96□,158.76□,6242□,6901□,9064□,8241□
20181126,91,91.6,87.4,88.6,7512,91.42□,96.00□,118.07□,157.68□,6878◆,7054◆,9111◆,8104□
20181127,90.4,92,89.6,91.8,7192,91.06□,95.76□,116.43□,156.60□,5865□,7249◆,8884□,7959□
20181128,92.4,96.7,92.3,95.7,8477,91.44◆,95.42□,115.17□,155.58□,6661◆,7328◆,8784□,7951□
20181129,98.5,98.5,96.9,96.9,6643,92.54◆,94.94□,114.01□,154.57□,6755◆,7205□,8481□,7947□
20181130,97.7,106.5,97.2,103,34094,95.20◆,94.92□,112.92□,153.67□,12784◆,8375◆,8842◆,8155◆
20181203,105,110.5,104.5,109,19429,99.28◆,95.32◆,112.21□,152.80□,15167◆,9082◆,8778□,8260◆
20181204,108,109.5,106,107,8298,102.32◆,95.67◆,111.56□,151.91□,15388◆,8886□,8601□,8258□
20181205,103.5,105.5,102.5,104,6497,103.98◆,95.72◆,110.97□,150.97□,14992□,8881□,8500□,8279◆
20181206,102.5,104,95.5,96.7,10077,103.94□,95.64□,110.21□,150.03□,15679◆,8980◆,8534◆,8309◆
20181207,98,99.2,95.9,97.7,4665,102.88□,95.59□,109.50□,149.12□,9793□,8917□,8502□,8264□
20181210,95,96.6,91.1,92.2,5424,99.52□,95.47□,108.78□,148.23□,6992□,8805□,8456□,8258□
20181211,93,94.4,92.8,93.6,2453,96.84□,95.51◆,107.96□,147.40□,5823□,8543□,8383□,8245□
20181212,96,97.4,95.6,97.1,3820,95.46□,95.85◆,107.24□,146.59□,5288□,8299□,8388◆,8254◆
20181213,97.5,97.6,94.5,95.1,3352,95.14□,96.02◆,106.63□,145.80□,3943□,8183□,8280□,8238□
20181214,94.8,95.2,93.2,94.4,2653,94.48□,96.23◆,106.01□,144.97□,3541□,8090□,8213□,8218□
20181217,94.4,95.6,93.5,94.7,1361,94.98◆,96.30◆,105.53□,144.15□,2728□,7941□,7845□,8189□
20181218,94.7,96.1,93.7,96.1,3101,95.48◆,96.43◆,104.98□,143.30□,2858◆,7483□,7725□,8165□
20181219,98,98.2,94.2,94.2,4345,94.90□,96.45◆,104.40□,142.49□,2963◆,7476□,7675□,8156□
20181220,93.6,94.3,90.7,91.2,3863,94.12□,96.44□,103.79□,141.71□,3065◆,7360□,7569□,8142□
20181221,91,92.2,89,92.2,3224,93.68□,96.56◆,103.22□,140.92□,3179◆,7324□,7542□,8135□
20181222,92.1,92.1,91,91.4,875,93.02□,96.70◆,102.59□,140.24□,3082□,6992□,7466□,8062□
20181224,91.4,93.2,91.2,93.2,1221,92.44□,96.77◆,101.89□,139.56□,2706□,6694□,7332□,7989□
20181225,91.4,91.5,89.3,90.3,2438,91.66□,96.50□,101.16□,138.86□,2324□,6392□,7222□,7962□
20181226,91.3,92.3,89.4,89.5,1575,91.32□,96.13□,100.45□,138.14□,1867□,6138□,7152□,7950□
20181227,92.2,92.4,90.5,90.5,1630,90.98□,95.51□,99.72□,137.46□,1548□,4515□,7115□,7935□
20181228,90.7,91.3,89.7,90,1475,90.70□,94.56□,99.11□,136.69□,1668◆,3617□,6988□,7897□
20190102,91,91.1,89,89.3,1353,89.92□,93.67□,98.45□,135.86□,1694◆,3270□,6853□,7848□
20190103,89.5,89.5,86.2,86.2,4480,89.10□,92.78□,97.94□,134.97□,2103◆,3169□,6593□,7807□
20190104,84.5,86.2,82.1,85.6,4209,88.32□,92.23□,97.62□,134.06□,2630◆,2876□,6603◆,7764□
20190107,93.1,94.1,92.2,94.1,3708,89.04◆,92.05□,97.34□,133.14□,3045◆,2828□,6434□,7664□
20190108,93,93.8,92.4,92.5,6841,89.54◆,92.06◆,96.99□,132.22□,4118◆,2899◆,6431□,7618□
20190109,93.6,96.5,93.6,94.8,8111,90.64◆,92.12◆,96.71□,131.32□,5470◆,3182◆,6453◆,7633◆
20190110,95,96.2,94.5,94.8,2955,92.36◆,92.01□,96.43□,130.50□,5165□,3139□,6384□,7575□
20190111,95.8,98.6,95.3,97,7757,94.64◆,92.10◆,96.20□,129.67□,5875◆,3359◆,6424◆,7581◆
